record_id,state,lga,year,month,rainfall_mm,temperature_avg_c,vegetation_index,season,intervention_flag,reporting_completeness_pct,timeliness_pct,source,total_cases,symptomatic_cases,asymptomatic_cases,cases_under5,cases_5to15,cases_15plus,suspected_cases,tested_cases,positive_cases,rd_t_positive,microscopy_positive,pcr_positive,predicted_cases_lower_ci,predicted_cases_upper_ci
3517,Anambra,Anambra_LGA1,2022,2,19.94078182,27.28860243,0.334463236,harmattan,1,79.86353523,58.72591551,routine,1438.331067,1249.811362,722.5875788,670.8364097,1259.743661,2236.996301,3647.081404,2662.699059,2806.917407,1684.150444,842.0752222,280.6917407,862.9986405,2013.663494
3518,Gombe,Gombe_LGA1,2022,2,18.68814513,27.88230438,0.317886603,harmattan,0,50.93177269,67.03117896,routine,1980.752381,3055.059216,1346.419956,2512.937258,3184.77307,7081.588343,10736.3401,5206.978681,5704.492327,3422.695396,1711.347698,570.4492327,1188.451429,2773.053334
3519,Bauchi,Bauchi_LGA1,2021,12,42.90883018,29.22597129,0.386681731,harmattan,0,31.6072254,79.40627787,survey,824.1244425,2313.196725,469.5547515,2400.321972,3682.353911,4513.312387,7110.884482,2679.278317,3634.157718,2180.494631,1090.247315,363.4157718,494.4746655,1153.77422
3520,Bauchi,Bauchi_LGA2,2020,3,98.44000197,30.3859522,0.423825428,dry,1,83.40134001,51.83885466,routine,5381.01063,4613.980761,1773.228827,3180.727664,4216.685665,7917.294462,10487.645,10218.13721,13594.49383,8156.696297,4078.348148,1359.449383,3228.606378,7533.414882
3521,Cross River,Cross River_LGA1,2023,12,25.76056334,28.72561343,0.380580513,harmattan,0,53.97207357,90,routine,3825.766687,5966.75438,2352.185216,3383.708956,5278.221924,10003.20644,16727.39592,8059.169317,8307.253701,4984.352221,2492.17611,830.7253701,2295.460012,5356.073361
3522,Abia,Abia_LGA1,2021,2,5.448076514,26.71860424,0.261898718,harmattan,0,46.33007536,21.51429187,routine,259.2895308,408.1655075,196.4853464,1234.694617,2105.917358,2628.074105,4543.961298,2212.237407,2660.839192,1596.503515,798.2517576,266.0839192,155.5737185,363.0053431
3523,Anambra,Anambra_LGA2,2019,3,93.00659795,28.62102812,0.44380073,dry,0,48.18665787,56.09762115,routine,2377.953061,4133.770459,1319.12309,4432.817406,5943.780862,10425.34054,16847.97854,8019.007268,9094.962052,5456.977231,2728.488616,909.4962052,1426.771837,3329.134286
3524,Edo,Edo_LGA1,2020,4,263.2325768,23.05334081,0.749577425,rainy,0,90.54193087,87.73231007,routine,22858.91044,24026.71104,9243.344503,8987.630914,14337.25008,16922.6251,35103.14593,29152.69532,30828.92733,18497.3564,9248.678199,3082.892733,13715.34627,32002.47462
3525,Anambra,Anambra_LGA2,2019,12,26.43606825,27.43585669,0.319189951,harmattan,0,69.39389151,25.70176753,routine,1300.237392,1515.937388,762.7454242,2131.462666,4219.771339,5968.492254,10700.40417,6839.30998,7261.018638,4356.611183,2178.305591,726.1018638,780.1424353,1820.332349
3526,Enugu,Enugu_LGA2,2023,5,316.0127152,27.17253531,0.6157654,rainy,0,55.243079,47.25966483,routine,10352.1222,12652.51343,8343.435858,17441.17671,20541.07771,43305.74918,73647.70783,35924.79684,36652.44553,21991.46732,10995.73366,3665.244553,6211.273322,14492.97108
3527,Gombe,Gombe_LGA1,2021,2,25.71744974,28.31104117,0.341121123,harmattan,0,71.77699514,44.25560665,routine,4677.928799,4399.970562,2207.826936,3678.505064,5816.78735,11334.35887,16432.64763,11960.71823,13907.83059,8344.698352,4172.349176,1390.783059,2806.75728,6549.100319
3528,Bauchi,Bauchi_LGA3,2024,3,83.22962349,30.06579922,0.363424522,dry,0,63.86860477,47.91686177,routine,4768.400815,6403.338583,2972.688797,6618.503376,8002.28863,14601.16281,23573.97951,14930.92386,16997.94718,10198.76831,5099.384153,1699.794718,2861.040489,6675.761141
3529,Edo,Edo_LGA2,2023,9,312.7789784,28.63028001,0.803145965,rainy,0,54.12172411,40.46989831,routine,5329.698067,9071.250285,4362.855421,12505.07486,14630.79681,32339.0973,54206.15669,25751.10289,26126.13114,15675.67869,7837.839343,2612.613114,3197.81884,7461.577294
3530,Bayelsa,Bayelsa_LGA2,2020,1,32.12000274,24.24056307,0.297356548,harmattan,1,77.26774691,78.32544132,routine,2093.525567,2046.014315,1131.191069,1283.977717,1908.904945,2253.907035,4864.897847,3366.889342,3481.568804,2088.941282,1044.470641,348.1568804,1256.11534,2930.935794
3531,Abia,Abia_LGA1,2021,4,180.9933135,24.75202959,0.492814018,rainy,1,61.39311966,37.9785059,survey,2624.632348,2216.641317,1104.685164,2795.784982,5144.723967,7129.641774,9564.169219,7401.628532,10590.61226,6354.367354,3177.183677,1059.061226,1574.779409,3674.485287
3532,Bayelsa,Bayelsa_LGA1,2021,11,57.43970992,26.6378816,0.404220882,dry,0,70.49352596,46.63006374,routine,5793.900516,4887.273289,2825.713102,5928.996368,8723.735316,10622.05857,19028.2286,14253.67266,17326.79937,10396.07962,5198.03981,1732.679937,3476.340309,8111.460722
3533,Enugu,Enugu_LGA2,2021,8,236.8649547,27.13139471,0.530828931,rainy,0,72.10344144,32.13460897,routine,8264.091802,6763.995259,5555.72975,10395.45797,18334.27766,25886.41982,41799.58088,31504.10213,37702.82189,22621.69313,11310.84657,3770.282189,4958.455081,11569.72852
3534,Abia,Abia_LGA2,2024,2,29.29750207,26.1782212,0.390997181,harmattan,0,59.19514536,49.5421834,routine,1094.705559,1585.208827,608.2556406,1803.671746,1989.872995,3829.427966,6378.015107,3609.94382,3970.287612,2382.172567,1191.086283,397.0287612,656.8233354,1532.587783
3535,Bauchi,Bauchi_LGA3,2018,12,23.80403486,28.69705019,0.309419501,harmattan,1,81.90998798,21.22350475,survey,867.146063,804.8329581,429.6180104,1294.702401,2009.71762,3557.860391,5848.794877,4496.714449,4859.844582,2915.906749,1457.953374,485.9844582,520.2876378,1214.004488
3536,Delta,Delta_LGA3,2018,2,31.17408645,27.59676281,0.303852934,harmattan,0,86.00228347,65.48945372,survey,10399.0623,9497.145432,4210.358288,5217.666372,8337.909753,10303.54299,19555.14586,16415.5098,18409.69733,11045.8184,5522.9092,1840.969733,6239.437383,14558.68723
3537,Ekiti,Ekiti_LGA2,2024,9,293.6734385,27.72491113,0.70169233,rainy,0,66.06103835,47.92345529,sentinel,9078.941939,8191.77217,5414.120445,7142.357583,13643.05151,21595.56285,28908.57244,22397.84811,29911.21158,17946.72695,8973.363474,2991.121158,5447.365164,12710.51871
3538,Jigawa,Jigawa_LGA2,2021,9,333.0072998,25.59160016,0.742347856,rainy,1,56.53895489,72.02943298,routine,15309.95818,18394.89145,8224.604344,13896.1506,17400.06806,29158.93727,37387.90769,27344.57067,40108.04874,24064.82925,12032.41462,4010.804874,9185.97491,21433.94146
3539,Enugu,Enugu_LGA3,2023,9,333.5815639,26.45295764,0.810460607,rainy,0,75.08962143,25.6726041,sentinel,8243.478269,9003.038168,3953.404591,10735.6301,23345.42548,32798.1202,54965.08185,40175.45593,44939.42245,26963.65347,13481.82674,4493.942245,4946.086962,11540.86958
3540,Delta,Delta_LGA1,2025,7,396.4424524,29.56981686,0.620707379,rainy,1,95,71.07215921,routine,46365.80975,32651.90351,22723.34089,18615.71378,20835.26663,44251.8621,68701.60276,63614.16031,71245.79844,42747.47906,21373.73953,7124.579844,27819.48585,64912.13366
3541,Jigawa,Jigawa_LGA2,2018,1,33.2695784,26.38470254,0.376508163,harmattan,0,58.40623687,34.37692104,survey,866.1294043,1086.402953,531.6376754,1883.558746,2097.923605,4375.464795,7009.15129,3904.782676,4284.690946,2570.814568,1285.407284,428.4690946,519.6776426,1212.581166
3542,Enugu,Enugu_LGA3,2025,6,355.8796686,28.94057585,0.712508333,rainy,1,51.95580688,63.6933636,routine,6774.220322,8490.047574,3432.687562,8004.635045,9964.744952,18574.11095,26914.09943,15189.17247,18853.87477,11312.32486,5656.162432,1885.387477,4064.532193,9483.90845
3543,Bayelsa,Bayelsa_LGA3,2018,9,257.9122726,27.77605799,0.657143856,rainy,0,79.29455683,38.58334821,routine,10407.54357,12476.56219,5180.498126,9207.98314,15250.49857,32352.03681,52821.25918,36038.11911,35883.35913,21530.01548,10765.00774,3588.335913,6244.526142,14570.561
3544,Bauchi,Bauchi_LGA2,2021,7,234.071643,31.30532518,0.570223197,rainy,1,66.48330215,47.71086609,routine,9476.275086,10741.365,6263.844373,10435.14174,15404.1283,29638.01081,47619.28285,29506.5026,31677.14594,19006.28756,9503.143782,3167.714594,5685.765052,13266.78512
3545,Bauchi,Bauchi_LGA3,2021,1,9.565776981,27.07949898,0.321093399,harmattan,0,74.43873796,28.5107131,routine,1937.639461,1771.759389,705.9386103,2811.787431,3700.264611,6234.119556,9643.268217,7590.471421,9184.006676,5510.404005,2755.202003,918.4006676,1162.583677,2712.695246
3546,Benue,Benue_LGA3,2019,2,21.34482289,24.55193277,0.351191402,harmattan,0,37.85208909,30.56021389,routine,500.2912511,542.7867367,469.8043487,1964.464741,2572.759819,4302.203794,5434.135534,2676.726637,3948.664802,2369.198881,1184.599441,394.8664802,300.1747506,700.4077515
3547,Akwa Ibom,Akwa Ibom_LGA1,2018,4,355.0375739,30.22145622,0.689448918,rainy,0,60.66748473,72.77226437,routine,10787.79008,15221.04569,8346.960842,11377.38571,17263.30669,22592.59652,44355.70606,24865.55819,26479.28377,15887.57026,7943.785132,2647.928377,6472.674048,15102.90611
3548,Gombe,Gombe_LGA2,2025,9,327.9207356,30.07437527,0.64884443,rainy,1,76.62519238,53.07635149,routine,13389.87038,14051.58181,6628.478671,9991.064951,12736.69925,28754.38622,42065.1688,31558.63744,35496.01438,21297.60863,10648.80431,3549.601438,8033.92223,18745.81854
3549,Ebonyi,Ebonyi_LGA3,2025,5,295.2621099,28.87818002,0.731736202,rainy,0,75.16941921,64.9825117,routine,9077.55942,12367.7694,3623.42219,7227.739827,9171.533859,16825.7236,30212.05252,19980.02999,20314.9378,12188.96268,6094.481339,2031.49378,5446.535652,12708.58319
3550,Borno,Borno_LGA1,2019,3,116.4834729,28.20581646,0.403787616,dry,0,85.89982237,58.22716018,routine,10955.02208,12383.43584,7022.156678,7125.452598,10871.95352,20071.17457,38634.62085,26160.67455,23995.97114,14397.58269,7198.791343,2399.597114,6573.013251,15337.03092
3551,Anambra,Anambra_LGA1,2020,5,338.3554639,28.25085019,0.670861988,rainy,0,61.80195529,69.26188717,routine,21884.52289,24360.24204,12425.87217,14205.13265,25610.97108,45082.5838,59520.71655,41975.23913,54607.42285,32764.45371,16382.22686,5460.742285,13130.71374,30638.33205
3552,Enugu,Enugu_LGA3,2019,4,246.987109,30.44916142,0.599005565,rainy,0,50.95698826,52.93153456,survey,3351.687817,4816.612136,2957.95064,6858.834119,7537.419149,14531.54023,24339.33301,11792.58587,12901.23914,7740.743484,3870.371742,1290.123914,2011.01269,4692.362944
3553,Akwa Ibom,Akwa Ibom_LGA3,2019,1,15.20948692,27.24431443,0.236011698,harmattan,0,63.50071791,87.59701626,routine,3573.349279,3831.651629,1891.550205,2141.555005,3287.494971,5342.251584,7849.773283,5471.883055,6860.628161,4116.376897,2058.188448,686.0628161,2144.009567,5002.68899
3554,Abia,Abia_LGA2,2023,4,202.5309879,26.64628816,0.644750606,rainy,0,62.04987982,73.51831974,routine,6285.327428,8413.901472,3352.867724,4631.438522,8439.798846,12020.09593,20034.5336,12455.31373,14318.52431,8591.114588,4295.557294,1431.852431,3771.196457,8799.458399
3555,Abia,Abia_LGA1,2018,3,80.90731944,30.09591039,0.357693792,dry,0,46.44639502,41.48951077,survey,1036.432105,1501.390748,469.4554415,2029.494014,3452.160144,4847.31665,6719.222837,3837.947667,5363.100078,3217.860047,1608.930024,536.3100078,621.8592631,1451.004947
3556,Borno,Borno_LGA3,2022,8,335.3937843,24.74739686,0.666433054,rainy,1,53.06362669,36.73794548,routine,6392.174729,8113.957124,6399.292765,13795.07719,23133.16089,40979.3491,67742.07833,33072.47298,35075.14028,21045.08417,10522.54209,3507.514028,3835.304838,8949.044621
3557,Edo,Edo_LGA1,2022,1,29.99308571,27.96189507,0.313300586,harmattan,0,53.04408846,36.454826,survey,722.7925263,1125.073284,508.5529392,1546.787065,2692.259632,4368.043009,7801.942449,3652.441822,3724.696353,2234.817812,1117.408906,372.4696353,433.6755158,1011.909537
3558,Borno,Borno_LGA1,2025,10,307.9459762,27.05019894,0.614800379,rainy,1,53.56501838,57.80161917,routine,8017.410192,11251.15234,6761.733966,11108.04048,19878.30162,25493.37022,48647.89443,24202.69463,25898.36402,15539.01841,7769.509205,2589.836402,4810.446115,11224.37427
3559,Akwa Ibom,Akwa Ibom_LGA3,2024,10,364.8507595,30.33545922,0.673589225,rainy,0,65.39401511,63.14241963,routine,18172.43646,21425.67788,7594.702789,15594.3802,21442.05494,38365.91119,59699.18574,39446.8974,45712.76684,27427.6601,13713.83005,4571.276684,10903.46188,25441.41105
3560,Delta,Delta_LGA2,2022,2,45.47563345,26.17687714,0.363425339,harmattan,0,71.4969477,73.61290282,survey,6410.936942,7676.738422,3877.955611,3522.048913,5734.013642,11505.62478,18804.32339,11875.17819,12119.3237,7271.594222,3635.797111,1211.93237,3846.562165,8975.311719
3561,Cross River,Cross River_LGA2,2023,7,453.3097355,28.97884729,0.793933847,rainy,0,42.03299659,49.98829251,sentinel,7309.596457,13833.2169,5484.277785,17010.3223,24641.76441,45473.688,69242.61584,29297.25913,33829.34729,20297.60838,10148.80419,3382.934729,4385.757874,10233.43504
3562,Ekiti,Ekiti_LGA3,2018,3,44.59464734,28.73622605,0.317162555,dry,0,63.1059628,61.48970676,routine,4850.175591,5097.119735,1859.772986,3353.102524,6520.009537,9006.742674,14233.14751,9531.451286,11571.46405,6942.878431,3471.439216,1157.146405,2910.105354,6790.245827
3563,Bayelsa,Bayelsa_LGA2,2023,1,9.290652433,24.03799558,0.23503809,harmattan,1,72.31093162,59.13774847,routine,1649.409387,1694.189362,611.6488022,1154.007466,1769.387034,2173.959265,3642.56236,2948.755196,3766.936083,2260.16165,1130.080825,376.6936083,989.6456321,2309.173142
3564,Benue,Benue_LGA1,2022,1,34.83619235,24.8958854,0.312037851,harmattan,1,49.58917322,42.35025544,survey,862.3717831,1138.074638,454.23894,1681.712154,2583.321283,3058.721659,4559.895702,2905.431681,4234.165024,2540.499015,1270.249507,423.4165024,517.4230698,1207.320496
3565,Benue,Benue_LGA2,2025,6,321.1452608,26.02321627,0.570218422,rainy,0,67.37443106,55.31400713,routine,15142.53339,19204.82627,8613.958923,12737.51625,20870.24058,42322.57494,64796.23953,40926.10323,44179.48997,26507.69398,13253.84699,4417.948997,9085.520036,21199.54675
3566,Anambra,Anambra_LGA2,2024,12,21.94650514,27.18059982,0.425677874,harmattan,0,86.76934842,55.13192956,survey,2775.682868,2087.356697,1289.280168,1280.839644,1987.236238,3836.644922,5549.422991,4931.77596,5789.060612,3473.436367,1736.718184,578.9060612,1665.409721,3885.956015
3567,Jigawa,Jigawa_LGA2,2018,10,323.5035966,29.05086941,0.539335541,rainy,1,61.8645671,46.53334239,routine,12692.29009,11737.9734,7367.508099,10368.08056,17963.73484,36408.37017,45850.06415,32040.98844,41282.8273,24769.69638,12384.84819,4128.28273,7615.374054,17769.20613
3568,Bayelsa,Bayelsa_LGA2,2018,9,385.5028042,27.69103279,0.639340264,rainy,0,61.11841787,46.74830079,survey,20207.62453,20959.55256,7526.43095,19403.05274,23115.52831,52914.98666,61659.97079,46661.98936,65631.64186,39378.98511,19689.49256,6563.164186,12124.57472,28290.67434
3569,Delta,Delta_LGA2,2022,1,57.53289048,26.71538044,0.27766545,harmattan,1,83.72844617,68.99176148,routine,7016.884224,5080.568025,2298.513001,2428.290356,3089.954645,7220.89521,8795.750025,8533.027323,11263.99086,6758.394517,3379.197259,1126.399086,4210.130534,9823.637913
3570,Ekiti,Ekiti_LGA3,2022,11,87.46846949,29.95314482,0.36026501,dry,0,53.48224682,79.37034,routine,5702.998757,6124.745743,2297.658162,5114.994376,6841.249597,9432.971194,13459.74025,9151.546278,13201.46335,7920.878012,3960.439006,1320.146335,3421.799254,7984.19826
3571,Jigawa,Jigawa_LGA1,2018,10,308.3455373,26.87634836,0.6538219,rainy,1,44.71503303,59.9324309,routine,6207.061114,8854.787097,4532.215439,10900.49424,12151.03497,22937.47579,30925.66365,16451.19902,22271.00058,13362.60035,6681.300174,2227.100058,3724.236668,8689.885559
3572,Abia,Abia_LGA1,2022,6,202.2200925,28.50324477,0.634116973,rainy,0,58.27022447,49.86952863,survey,5366.618484,6575.482342,4798.622314,8111.25126,14755.40129,19060.74649,37242.54706,19544.95163,20315.80288,12189.48173,6094.740863,2031.580288,3219.97109,7513.265878
3573,Benue,Benue_LGA1,2023,9,262.8888155,27.58980463,0.603984816,rainy,0,42.85571215,49.29439131,survey,7534.588088,11852.85469,6829.439103,18080.04592,29718.99245,35910.18909,63340.85013,28699.34845,34719.43798,20831.66279,10415.83139,3471.943798,4520.752853,10548.42332
3574,Benue,Benue_LGA2,2025,4,368.7490068,26.65751536,0.753706651,rainy,0,62.94011877,34.25516523,routine,9634.003151,10650.79703,5548.760383,15845.12971,26135.0249,37682.50507,69726.25209,40111.81809,42277.06201,25366.23721,12683.1186,4227.706201,5780.401891,13487.60441
3575,Cross River,Cross River_LGA1,2018,3,78.42307366,31.7380404,0.41403337,dry,1,53.26159074,52.74224424,sentinel,3077.220071,4080.81731,1444.371831,4958.592585,7481.970428,8429.271353,16759.51846,8892.484614,10167.39822,6100.43893,3050.219465,1016.739822,1846.332042,4308.108099
3576,Cross River,Cross River_LGA3,2022,10,307.9036818,28.95999531,0.703755483,rainy,0,44.46465479,44.24174009,routine,6581.465661,10591.74965,3551.463905,13170.15254,22247.05529,34642.88789,43489.81015,24921.58376,36423.64785,21854.18871,10927.09435,3642.364785,3948.879396,9214.051925
3577,Delta,Delta_LGA3,2019,5,369.1813504,30.26183472,0.650485577,rainy,0,83.70557827,86.57482747,survey,90624.17983,73306.03726,40066.04622,38428.52712,45974.10927,76119.40025,134727.5102,107492.7192,117873.0331,70723.81985,35361.90992,11787.30331,54374.5079,126873.8518
3578,Gombe,Gombe_LGA1,2022,7,398.7964015,29.7084876,0.801266895,rainy,1,59.59306747,79.85105302,survey,13087.24037,13662.73666,8156.826629,7735.223645,14305.85933,24970.63425,33450.58124,22412.57949,28748.72848,17249.23709,8624.618544,2874.872848,7852.344221,18322.13652
3579,Gombe,Gombe_LGA1,2025,12,24.33055997,27.14931753,0.441634617,harmattan,0,45.58853709,51.39831199,survey,1478.534311,2446.486392,1492.148912,3143.90696,4193.643139,9494.917235,13984.61728,6138.94049,6796.839726,4078.103835,2039.051918,679.6839726,887.1205863,2069.948035
3580,Akwa Ibom,Akwa Ibom_LGA3,2022,9,236.7433142,27.80990594,0.664232802,rainy,0,69.31466926,42.58574128,routine,10830.97399,12184.70139,6057.378056,15260.14623,18161.88802,31369.2995,53618.65816,35927.91896,39926.13687,23955.68212,11977.84106,3992.613687,6498.584392,15163.36358
3581,Jigawa,Jigawa_LGA2,2020,6,276.358697,25.80052436,0.52311229,rainy,1,50.90616648,30.71713614,routine,3192.408288,5455.509829,2355.96625,10651.55442,15307.50505,23441.88694,44204.9409,20118.50242,20767.58335,12460.55001,6230.275005,2076.758335,1915.444973,4469.371603
3582,Edo,Edo_LGA1,2018,11,53.28023539,28.18625424,0.41688212,dry,0,67.40833473,20.97327007,routine,921.3803539,775.8409572,364.8200988,1808.211269,2897.05197,3911.130099,5722.288652,4646.53381,6365.803345,3819.482007,1909.741004,636.5803345,552.8282124,1289.932496
3583,Edo,Edo_LGA3,2021,6,278.2499771,28.45320841,0.727392299,rainy,0,64.37335742,66.06142948,routine,9014.550802,10748.93221,4177.094412,6024.708282,10647.14502,20315.65372,33262.6719,19048.08008,19570.46837,11742.28102,5871.140511,1957.046837,5408.730481,12620.37112
3584,Bauchi,Bauchi_LGA3,2021,10,252.7794355,27.47223734,0.607627421,rainy,1,59.55427766,37.57858906,survey,4752.73728,8417.561968,3223.481315,10670.21266,15205.90945,23216.01785,45239.93796,23389.17547,23484.62457,14090.77474,7045.387372,2348.462457,2851.642368,6653.832191
3585,Ekiti,Ekiti_LGA2,2019,1,21.95508775,29.98680305,0.220866162,harmattan,0,65.32437959,38.83412452,routine,1890.41311,2507.013392,667.5732771,2344.466761,2983.424629,6321.884741,7881.295367,6088.115184,8194.571668,4916.743001,2458.371501,819.4571668,1134.247866,2646.578354
3586,Jigawa,Jigawa_LGA3,2024,5,247.1212747,26.53363179,0.549818022,rainy,1,74.49368646,48.91351141,sentinel,8932.504148,7689.849774,5163.571431,6535.821731,9586.277279,18203.7071,23657.99886,20456.4467,27049.52433,16229.7146,8114.8573,2704.952433,5359.502489,12505.50581
3587,Anambra,Anambra_LGA1,2019,9,245.1348993,29.31314884,0.669814273,rainy,0,45.5191467,68.4918648,survey,3857.937846,4972.520925,2510.187215,5105.105601,9322.002689,11635.46267,18046.87715,9490.767929,12493.82586,7496.295514,3748.147757,1249.382586,2314.762708,5401.112984
3588,Enugu,Enugu_LGA1,2023,2,24.87398273,28.92052264,0.331450998,harmattan,0,65.60570461,45.46632457,routine,1710.357523,2052.691765,791.3094884,2005.569773,2823.212082,4395.683519,7518.402102,4841.420404,5458.309108,3274.985465,1637.492732,545.8309108,1026.214514,2394.500533
3589,Bayelsa,Bayelsa_LGA2,2023,12,20.15741271,25.51213882,0.233523932,harmattan,0,53.37900865,72.67990742,routine,1663.242237,2476.814332,1032.236884,2095.64389,2767.830886,4054.881241,7319.318649,3808.424024,4265.69089,2559.414534,1279.707267,426.569089,997.9453422,2328.539132
3590,Bayelsa,Bayelsa_LGA2,2022,11,84.53870474,29.39738098,0.433967775,dry,0,69.75751137,42.88022076,routine,4733.229201,4486.244114,3530.005274,4940.431512,6673.561,13757.18896,20435.44733,14158.64384,16142.68639,9685.611834,4842.805917,1614.268639,2839.93752,6626.520881
3591,Akwa Ibom,Akwa Ibom_LGA3,2018,4,252.5884371,27.56382123,0.701549426,rainy,0,64.85242409,50.37541404,routine,5914.658172,6320.918988,3245.353126,7177.344513,11069.10182,13105.25348,25094.99042,16265.86986,18655.47765,11193.28659,5596.643295,1865.547765,3548.794903,8280.521441
3592,Delta,Delta_LGA1,2019,8,488.3869274,29.73053331,0.750381849,rainy,0,82.06928073,67.13339685,routine,52795.71617,40913.74263,23001.70341,22534.0194,40078.49169,57915.12933,85942.59626,79132.93406,101298.5159,60779.10953,30389.55477,10129.85159,31677.4297,73914.00264
3593,Jigawa,Jigawa_LGA1,2022,6,371.3068196,26.35689327,0.691018269,rainy,1,39.89613399,71.05366341,routine,3103.954482,5239.035766,2448.342217,5574.462949,9239.306913,11411.15516,17727.3764,8370.184981,11274.89949,6764.939695,3382.469847,1127.489949,1862.372689,4345.536275
3594,Borno,Borno_LGA3,2023,6,273.7384043,27.18206494,0.562265244,rainy,1,40.01303212,62.5053593,survey,3126.81317,6416.3617,3584.99921,6966.762401,9641.900078,20580.34356,29633.28205,11904.35915,13711.76944,8227.061664,4113.530832,1371.176944,1876.087902,4377.538437
3595,Benue,Benue_LGA2,2021,9,388.429379,27.89410569,0.679759736,rainy,0,64.36276592,62.09519247,survey,13508.8872,18934.13767,8820.959295,13416.74945,21393.26735,33044.7047,61321.66816,34938.54045,35731.21103,21438.72662,10719.36331,3573.121103,8105.332317,18912.44207
3596,Anambra,Anambra_LGA3,2020,6,372.5226075,28.88402203,0.726446676,rainy,1,42.62646913,84.21027017,survey,6608.019127,7784.568271,3885.094233,7672.777676,9936.027898,16388.34555,20512.79043,11593.4281,17412.24255,10447.34553,5223.672765,1741.224255,3964.811476,9251.226778
3597,Abia,Abia_LGA1,2018,11,82.56277405,26.90843427,0.461328504,dry,1,53.96565943,65.00719744,routine,1180.292189,1858.375796,914.8635406,1458.042882,2370.597049,4046.352581,6978.081613,3399.833311,3542.025739,2125.215443,1062.607722,354.2025739,708.1753134,1652.409065
3598,Ekiti,Ekiti_LGA2,2022,12,28.92351555,27.52289688,0.413432987,harmattan,0,61.12811225,52.41540505,routine,1401.329317,1880.71666,912.2753612,1455.441941,2657.535275,4318.538661,6794.66361,4123.221191,4698.762174,2819.257304,1409.628652,469.8762174,840.7975904,1961.861044
3599,Bauchi,Bauchi_LGA2,2024,6,219.0467155,28.15119656,0.462585778,rainy,1,65.57866895,73.39485233,routine,5463.687785,6855.32234,3214.404484,3913.66691,7173.798657,11108.18543,20634.10043,11644.48999,11596.04881,6957.629286,3478.814643,1159.604881,3278.212671,7649.1629
3600,Edo,Edo_LGA3,2020,7,206.4708832,29.69711493,0.606275875,rainy,0,79.47357387,43.25190214,survey,9304.951521,9204.954738,4942.31591,8465.286756,11374.69239,23011.63579,41830.007,27244.56788,25916.33739,15549.80243,7774.901217,2591.633739,5582.970913,13026.93213
3601,Bayelsa,Bayelsa_LGA1,2019,12,11.37854899,23.87595363,0.365079015,harmattan,0,73.0428906,60.77534094,routine,2571.796609,2592.430033,1437.266156,1677.535919,2772.632932,4280.012568,6724.128661,5101.42149,6068.409822,3641.045893,1820.522947,606.8409822,1543.077965,3600.515253
3602,Akwa Ibom,Akwa Ibom_LGA3,2021,3,57.998157,29.32595602,0.412166566,dry,0,50.61263031,31.3877358,survey,1602.411921,1789.554222,1190.453703,4286.719025,6318.962478,9120.964256,14694.74438,7987.339432,9807.757285,5884.654371,2942.327185,980.7757285,961.4471523,2243.376689
3603,Gombe,Gombe_LGA3,2021,1,41.84755422,27.99505866,0.293090705,harmattan,0,35.48088152,60.75278173,routine,529.4871119,797.712549,536.6543308,1122.149122,1542.70102,3721.666156,3881.745944,1812.793825,2703.571772,1622.143063,811.0715317,270.3571772,317.6922671,741.2819566
3604,Enugu,Enugu_LGA3,2022,2,27.50280029,28.78671945,0.314157462,harmattan,1,61.79690817,32.18593113,survey,887.561049,1015.092547,596.7700382,1874.789718,2657.724225,3662.610381,6786.732619,4051.466762,4499.330271,2699.598162,1349.799081,449.9330271,532.5366294,1242.585469
3605,Enugu,Enugu_LGA1,2020,4,212.6114435,27.14626943,0.53138928,rainy,0,64.04552134,40.45149238,routine,11578.67273,10820.33703,4698.274722,11125.04455,19885.88847,30932.68182,41580.93963,31737.68885,43037.86862,25822.72117,12911.36059,4303.786862,6947.203636,16210.14182
3606,Borno,Borno_LGA1,2025,9,311.5388299,30.17468269,0.630286787,rainy,1,58.78678785,52.50428154,survey,12064.90048,19679.08831,6744.403272,21011.70091,23450.56952,44653.49872,80415.44226,41910.63852,42921.82696,25753.09617,12876.54809,4292.182696,7238.940285,16890.86067
3607,Gombe,Gombe_LGA3,2018,12,34.05502118,26.01547418,0.409793734,harmattan,0,84.48099514,22.95104877,survey,1772.389257,1569.370851,674.6618489,2420.813924,3165.708005,6056.827587,8757.593948,7869.13403,9574.200301,5744.52018,2872.26009,957.4200301,1063.433554,2481.34496
3608,Kaduna,Kaduna_LGA1,2023,1,44.87959772,25.80544794,0.378288116,harmattan,1,48.37189896,54.82574923,routine,1289.157702,1680.375788,648.0136117,2032.499987,2310.216972,4440.56575,5989.242689,3398.91251,4540.483058,2724.289835,1362.144917,454.0483058,773.4946214,1804.820783
3609,Borno,Borno_LGA3,2020,3,115.1317842,28.87912158,0.47634929,dry,1,80.29685266,72.89394031,routine,9562.14483,9007.300667,3688.103753,4532.626616,5934.87039,10182.6125,14553.25626,13265.1104,17171.3212,10302.79272,5151.396361,1717.13212,5737.286898,13387.00276
3610,Edo,Edo_LGA1,2021,8,292.7167136,28.10107374,0.680537664,rainy,0,61.68775371,18.6345359,survey,7001.821429,7698.180357,3634.873781,18515.00964,34288.94987,46634.99925,76326.61356,49073.32798,58566.23794,35139.74276,17569.87138,5856.623794,4201.092857,9802.55
